zip,primary_city,state,lon,lat
18011,Alburtis,PA,-75.603,40.514
18012,Aquashicola,PA,-75.592,40.813
18013,Bangor,PA,-75.315,40.766
18014,Bath,PA,-75.352,40.733
18015,Bethlehem,PA,-75.352,40.589
18016,Bethlehem,PA,-75.471,40.693
18017,Bethlehem,PA,-75.39,40.662
18018,Bethlehem,PA,-75.379,40.625
18020,Bethlehem,PA,-75.335,40.669
18025,Bethlehem,PA,-75.471,40.693
18030,Bowmanstown,PA,-75.661,40.801
18031,Breinigsville,PA,-75.541,40.551
18032,Catasauqua,PA,-75.472,40.603
18034,Center Valley,PA,-75.412,40.544
18035,Cherryville,PA,-75.539,40.751
18036,Coopersburg,PA,-75.411,40.502
18037,Coplay,PA,-75.49,40.617
18038,Danielsville,PA,-75.483,40.791
18039,Durham,PA,-75.103,40.329
18040,Easton,PA,-75.209,40.806
18041,East Greenville,PA,-75.515,40.382
18042,Easton,PA,-75.265,40.683
18043,Easton,PA,-75.137,40.793
18044,Easton,PA,-75.471,40.693
18045,Easton,PA,-75.287,40.696
18046,East Texas,PA,-75.569,40.539
18049,Emmaus,PA,-75.496,40.521
18050,Flicksville,PA,-75.471,40.693
18051,Fogelsville,PA,-75.663,40.6
18052,Whitehall,PA,-75.504,40.657
18053,Germansville,PA,-75.701,40.719
18054,Green Lane,PA,-75.451,40.29
18055,Hellertown,PA,-75.314,40.589
18056,Hereford,PA,-75.581,40.454
18058,Kunkletown,PA,-75.477,40.904
18059,Laurys Station,PA,-75.533,40.718
18060,Limeport,PA,-75.579,40.535
18062,Macungie,PA,-75.565,40.518
18063,Martins Creek,PA,-75.173,40.782
18064,Nazareth,PA,-75.273,40.738
18065,Neffs,PA,-75.612,40.697
18066,New Tripoli,PA,-75.759,40.653
18067,Northampton,PA,-75.365,40.724
18068,Old Zionsville,PA,-75.471,40.693
18069,Orefield,PA,-75.622,40.63
18070,Palm,PA,-75.531,40.43
18071,Palmerton,PA,-75.589,40.856
18072,Pen Argyl,PA,-75.258,40.841
18073,Pennsburg,PA,-75.482,40.374
18074,Perkiomenville,PA,-75.5,40.321
18076,Red Hill,PA,-75.506,40.387
18077,Riegelsville,PA,-75.236,40.567
18078,Schnecksville,PA,-75.621,40.67
18079,Slatedale,PA,-75.659,40.746
18080,Slatington,PA,-75.619,40.735
18081,Springtown,PA,-75.103,40.329
18083,Stockertown,PA,-75.364,40.773
18084,Sumneytown,PA,-75.454,40.328
18085,Tatamy,PA,-75.255,40.741
18086,Treichlers,PA,-75.545,40.736
18087,Trexlertown,PA,-75.596,40.548
18088,Walnutport,PA,-75.429,40.76
18091,Wind Gap,PA,-75.311,40.801
18092,Zionsville,PA,-75.512,40.467
18098,Emmaus,PA,-75.471,40.693
18099,Emmaus,PA,-75.471,40.693
18101,Allentown,PA,-75.47,40.607
18102,Allentown,PA,-75.481,40.607
18103,Allentown,PA,-75.473,40.604
18104,Allentown,PA,-75.545,40.621
18105,Allentown,PA,-75.471,40.693
18106,Allentown,PA,-75.591,40.582
18109,Allentown,PA,-75.471,40.693
18175,Allentown,PA,-75.621,40.586
18195,Allentown,PA,-75.58,40.58
18201,Hazleton,PA,-76.008,40.965
18202,Hazleton,PA,40.96,-76
18210,Albrightsville,PA,-75.561,41.013
18211,Andreas,PA,-75.832,40.745
18212,Ashfield,PA,-75.708,40.784
18214,Barnesville,PA,-76.036,40.809
18216,Beaver Meadows,PA,-75.919,40.932
18218,Coaldale,PA,-76.013,40.859
18219,Conyngham,PA,-76.056,40.991
18220,Delano,PA,-76.069,40.839
18221,Drifton,PA,-75.906,41.002
18222,Drums,PA,-76.003,41.034
18223,Ebervale,PA,-75.88,41.272
18224,Freeland,PA,-75.882,41.02
18225,Harleigh,PA,-75.962,40.989
18229,Jim Thorpe,PA,-75.759,40.897
18230,Junedale,PA,-75.736,40.935
18231,Kelayres,PA,-76.005,40.9
18232,Lansford,PA,-75.915,40.872
18234,Lattimer Mines,PA,-75.963,40.993
18235,Lehighton,PA,-75.736,40.887
18237,Mcadoo,PA,-75.998,40.898
18239,Milnesville,PA,-75.981,40.996
18240,Nesquehoning,PA,-75.764,40.933
18241,Nuremberg,PA,-76.149,40.922
18242,Oneida,PA,-76.122,40.911
18244,Parryville,PA,-75.665,40.825
18245,Quakake,PA,-76.23,40.723
18246,Rock Glen,PA,-76.175,40.954
18247,Saint Johns,PA,-76.058,41.015
18248,Sheppton,PA,-76.119,40.902
18249,Sugarloaf,PA,-76.085,40.975
18250,Summit Hill,PA,-75.742,40.905
18251,Sybertsville,PA,-75.88,41.272
18252,Tamaqua,PA,-75.938,40.798
18254,Tresckow,PA,-75.939,40.925
18255,Weatherly,PA,-75.779,40.911
18256,Weston,PA,-76.145,40.945
18301,East Stroudsburg,PA,-75.2,41.09
18302,East Stroudsburg,PA,41.02,-75.18
18320,Analomink,PA,-75.236,41.071
18321,Bartonsville,PA,-75.32,41.08
18322,Brodheadsville,PA,-75.332,41.055
18323,Buck Hill Falls,PA,-75.308,41.034
18324,Bushkill,PA,-74.979,41.185
18325,Canadensis,PA,-75.286,41.187
18326,Cresco,PA,-75.276,41.152
18327,Delaware Water Gap,PA,-75.151,40.989
18328,Dingmans Ferry,PA,-74.967,41.229
18330,Effort,PA,-75.449,41.033
18331,Gilbert,PA,-75.366,40.947
18332,Henryville,PA,-75.324,41.025
18333,Kresgeville,PA,-75.501,40.952
18334,Long Pond,PA,-75.465,41.057
18335,Marshalls Creek,PA,-75.208,41.051
18336,Matamoras,PA,-74.736,41.37
18337,Milford,PA,-74.881,41.32
18340,Millrift,PA,-74.751,41.414
18341,Minisink Hills,PA,-75.299,40.991
18342,Mountainhome,PA,-75.294,41.146
18343,Mount Bethel,PA,-75.105,40.899
18344,Mount Pocono,PA,-75.371,41.136
18346,Pocono Summit,PA,-75.298,41.095
18347,Pocono Lake,PA,-75.563,41.139
18348,Pocono Lake Preserve,PA,-75.308,41.034
18349,Pocono Manor,PA,-75.459,41.123
18350,Pocono Pines,PA,-75.516,41.084
18351,Portland,PA,-75.097,40.921
18352,Reeders,PA,-75.348,40.986
18353,Saylorsburg,PA,-75.255,41.012
18354,Sciota,PA,-75.293,40.938
18355,Scotrun,PA,-75.358,41.09
18356,Shawnee On Delaware,PA,-75.097,41.031
18357,Skytop,PA,-75.239,41.234
18360,Stroudsburg,PA,-75.369,41.042
18370,Swiftwater,PA,-75.347,41.106
18371,Tamiment,PA,-75.024,41.341
18372,Tannersville,PA,-75.324,41.096
18373,Unity House,PA,-75.024,41.341
18403,Archbald,PA,-75.533,41.488
18405,Beach Lake,PA,-75.13,41.582
18407,Carbondale,PA,-75.506,41.583
18410,Chinchilla,PA,-75.693,41.487
18411,Clarks Summit,PA,-75.682,41.464
18413,Clifford,PA,-75.614,41.654
18414,Dalton,PA,-75.72,41.54
18415,Damascus,PA,-75.134,41.702
18416,Elmhurst,PA,-75.548,41.376
18417,Equinunk,PA,-75.206,41.797
18419,Factoryville,PA,-75.783,41.562
18420,Fleetville,PA,-75.638,41.402
18421,Forest City,PA,-75.531,41.652
18424,Gouldsboro,PA,-75.332,41.346
18425,Greeley,PA,-75.023,41.416
18426,Greentown,PA,-75.199,41.321
18427,Hamlin,PA,-75.335,41.422
18428,Hawley,PA,-75.24,41.483
18430,Herrick Center,PA,-75.805,41.82
18431,Honesdale,PA,-75.266,41.564
18433,Jermyn,PA,-75.619,41.561
18434,Jessup,PA,-75.572,41.504
18435,Lackawaxen,PA,-75.009,41.475
18436,Lake Ariel,PA,-75.322,41.453
18437,Lake Como,PA,-75.282,41.617
18438,Lakeville,PA,-75.304,41.431
18439,Lakewood,PA,-75.397,41.828
18440,La Plume,PA,-75.768,41.552
18441,Lenoxville,PA,-75.805,41.82
18443,Milanville,PA,-75.119,41.667
18444,Moscow,PA,-75.539,41.322
18445,Newfoundland,PA,-75.382,41.357
18446,Nicholson,PA,-75.786,41.628
18447,Olyphant,PA,-75.654,41.495
18448,Olyphant,PA,-75.596,41.465
18449,Orson,PA,-75.275,41.616
18451,Paupack,PA,-75.024,41.341
18452,Peckville,PA,-75.553,41.351
18453,Pleasant Mount,PA,-75.275,41.616
18454,Poyntelle,PA,-75.275,41.616
18455,Preston Park,PA,-75.275,41.616
18456,Prompton,PA,-75.275,41.616
18457,Rowland,PA,-75.024,41.341
18458,Shohola,PA,-74.934,41.415
18459,South Canaan,PA,-75.275,41.616
18460,South Sterling,PA,-75.373,41.259
18461,Starlight,PA,-75.275,41.616
18462,Starrucca,PA,-75.424,41.895
18463,Sterling,PA,-75.316,41.377
18464,Tafton,PA,-75.187,41.397
18465,Thompson,PA,-75.532,41.84
18466,Tobyhanna,PA,-75.462,41.176
18469,Tyler Hill,PA,-75.275,41.616
18470,Union Dale,PA,-75.529,41.699
18471,Waverly,PA,-75.691,41.524
18472,Waymart,PA,-75.371,41.613
18473,White Mills,PA,-75.223,41.541
18501,Scranton,PA,-75.638,41.402
18502,Scranton,PA,-75.69,41.35
18503,Scranton,PA,-75.667,41.41
18504,Scranton,PA,-75.692,41.422
18505,Scranton,PA,-75.652,41.413
18507,Moosic,PA,-75.707,41.361
18508,Scranton,PA,-75.668,41.44
18509,Scranton,PA,-75.648,41.429
18510,Scranton,PA,-75.653,41.397
18512,Scranton,PA,-75.61,41.435
18514,Scranton,PA,-75.638,41.402
18515,Scranton,PA,-75.706,41.404
18517,Taylor,PA,-75.713,41.383
18518,Old Forge,PA,-75.731,41.373
18519,Scranton,PA,-75.629,41.463
18522,Scranton,PA,-75.638,41.402
18540,Scranton,PA,-75.638,41.402
18577,Scranton,PA,-75.638,41.402
18601,Beach Haven,PA,-75.88,41.272
18602,Bear Creek,PA,-75.716,41.192
18603,Berwick,PA,-76.3,41.056
18610,Blakeslee,PA,-75.499,41.086
18611,Cambra,PA,-75.776,41.11
18612,Dallas,PA,-76,41.271
18614,Dushore,PA,-76.398,41.524
18615,Falls,PA,-75.856,41.447
18616,Forksville,PA,-76.517,41.433
18617,Glen Lyon,PA,-76.052,41.266
18618,Harveys Lake,PA,-75.969,41.374
18619,Hillsgrove,PA,-76.517,41.433
18621,Hunlock Creek,PA,-76.064,41.283
18622,Huntington Mills,PA,-75.88,41.272
18623,Laceyville,PA,-76.154,41.633
18624,Lake Harmony,PA,-75.609,41.049
18625,Lake Winola,PA,-75.842,41.514
18626,Laporte,PA,-76.517,41.433
18627,Lehman,PA,-76.021,41.317
18628,Lopez,PA,-76.517,41.433
18629,Mehoopany,PA,-75.96,41.277
18630,Meshoppen,PA,-75.96,41.277
18631,Mifflinville,PA,-76.288,40.987
18632,Mildred,PA,-76.517,41.433
18634,Nanticoke,PA,-76.008,41.25
18635,Nescopeck,PA,-76.189,41.049
18636,Noxen,PA,-75.96,41.277
18640,Pittston,PA,-75.859,41.298
18641,Pittston,PA,-75.868,41.239
18642,Duryea,PA,-75.938,41.217
18643,Pittston,PA,-75.817,41.262
18644,Wyoming,PA,-75.912,41.337
18651,Plymouth,PA,-75.988,41.289
18653,Ransom,PA,-75.824,41.395
18654,Shawanese,PA,-76.032,41.35
18655,Shickshinny,PA,-76.108,41.151
18656,Sweet Valley,PA,-76.142,41.289
18657,Tunkhannock,PA,-75.976,41.566
18660,Wapwallopen,PA,-76.04,41.143
18661,White Haven,PA,-75.909,41.115
18690,Dallas,PA,-75.88,41.272
18701,Wilkes Barre,PA,-75.884,41.204
18702,Wilkes Barre,PA,-75.838,41.211
18703,Wilkes Barre,PA,-75.886,41.242
18704,Kingston,PA,-75.906,41.278
18705,Wilkes Barre,PA,-75.849,41.262
18706,Wilkes Barre,PA,-75.896,41.231
18707,Mountain Top,PA,-75.961,41.166
18708,Shavertown,PA,-75.947,41.241
18709,Luzerne,PA,-75.895,41.286
18710,Wilkes Barre,PA,-75.88,41.272
18711,Wilkes Barre,PA,-75.88,41.272
18762,Wilkes Barre,PA,-75.88,41.272
18764,Wilkes Barre,PA,-75.88,41.272
18765,Wilkes Barre,PA,-75.88,41.272
18766,Wilkes Barre,PA,-75.89,41.245
18767,Wilkes Barre,PA,-75.88,41.272
18769,Wilkes Barre,PA,-75.88,41.272
18773,Wilkes Barre,PA,-75.88,41.272
18801,Montrose,PA,-75.832,41.844
18810,Athens,PA,-76.488,41.862
18812,Brackney,PA,-75.805,41.82
18813,Brooklyn,PA,-75.805,41.82
18814,Burlington,PA,-76.521,41.772
18815,Camptown,PA,-76.521,41.772
18816,Dimock,PA,-75.805,41.82
18817,East Smithfield,PA,-76.521,41.772
18818,Friendsville,PA,-75.805,41.82
18820,Gibson,PA,-75.805,41.82
18821,Great Bend,PA,-75.745,41.974
18822,Hallstead,PA,-75.748,41.961
18823,Harford,PA,-75.805,41.82
18824,Hop Bottom,PA,-75.768,41.703
18825,Jackson,PA,-75.805,41.82
18826,Kingsley,PA,-75.733,41.767
18827,Lanesboro,PA,-75.637,41.958
18828,Lawton,PA,-75.805,41.82
18829,Le Raysville,PA,-76.521,41.772
18830,Little Meadows,PA,-75.805,41.82
18831,Milan,PA,-76.585,41.881
18832,Monroeton,PA,-76.487,41.713
18833,New Albany,PA,-76.443,41.6
18834,New Milford,PA,-75.688,41.89
18837,Rome,PA,-76.521,41.772
18840,Sayre,PA,-76.599,41.978
18842,South Gibson,PA,-75.805,41.82
18843,South Montrose,PA,-75.883,41.824
18844,Springville,PA,-75.805,41.82
18845,Stevensville,PA,-76.521,41.772
18846,Sugar Run,PA,-76.521,41.772
18847,Susquehanna,PA,-75.665,41.957
18848,Towanda,PA,-76.389,41.774
18850,Ulster,PA,-76.55,41.814
18851,Warren Center,PA,-76.521,41.772
18853,Wyalusing,PA,-76.265,41.669
18854,Wysox,PA,-76.521,41.772
18901,Doylestown,PA,-75.119,40.335
18902,Doylestown,PA,40.36,-75.09
18910,Bedminster,PA,-75.103,40.329
18911,Blooming Glen,PA,-75.103,40.329
18912,Buckingham,PA,-75.074,40.31
18913,Carversville,PA,-75.041,40.376
18914,Chalfont,PA,-75.202,40.288
18915,Colmar,PA,-75.256,40.273
18916,Danboro,PA,-75.103,40.329
18917,Dublin,PA,-75.204,40.375
18918,Earlington,PA,-75.374,40.32
18920,Erwinna,PA,-75.096,40.489
18921,Ferndale,PA,-75.103,40.329
18922,Forest Grove,PA,-75.103,40.329
18923,Fountainville,PA,-75.117,40.272
18924,Franconia,PA,-75.359,40.308
18925,Furlong,PA,-75.064,40.283
18926,Gardenville,PA,-75.098,40.395
18927,Hilltown,PA,-75.255,40.324
18928,Holicong,PA,-75.043,40.336
18929,Jamison,PA,-75.089,40.254
18930,Kintnersville,PA,-75.207,40.542
18931,Lahaska,PA,-75.103,40.329
18932,Line Lexington,PA,-75.254,40.3
18933,Lumberville,PA,-75.103,40.329
18934,Mechanicsville,PA,-75.068,40.349
18935,Milford Square,PA,-75.103,40.329
18936,Montgomeryville,PA,-75.237,40.237
18938,New Hope,PA,-74.999,40.357
18940,Newtown,PA,-74.956,40.263
18942,Ottsville,PA,-75.167,40.463
18943,Penns Park,PA,-75.009,40.269
18944,Perkasie,PA,-75.233,40.39
18946,Pineville,PA,-75.062,40.271
18947,Pipersville,PA,-75.117,40.43
18949,Plumsteadville,PA,-75.143,40.388
18950,Point Pleasant,PA,-75.075,40.417
18951,Quakertown,PA,-75.221,40.453
18953,Revere,PA,-75.103,40.329
18954,Richboro,PA,-75.002,40.225
18955,Richlandtown,PA,-75.315,40.48
18956,Rushland,PA,-75.016,40.263
18957,Salford,PA,-75.449,40.303
18958,Salfordville,PA,-75.436,40.29
18960,Sellersville,PA,-75.318,40.36
18962,Silverdale,PA,-75.269,40.345
18963,Solebury,PA,-75.103,40.329
18964,Souderton,PA,-75.341,40.288
18966,Southampton,PA,-75.007,40.187
18968,Spinnerstown,PA,-75.103,40.329
18969,Telford,PA,-75.38,40.326
18970,Trumbauersville,PA,-75.103,40.329
18971,Tylersport,PA,-75.377,40.347
18972,Upper Black Eddy,PA,-75.124,40.529
18974,Warminster,PA,-75.041,40.208
18976,Warrington,PA,-75.143,40.245
18977,Washington Crossing,PA,-74.878,40.285
18979,Woxall,PA,-75.356,40.212
18980,Wycombe,PA,-75.02,40.274
18981,Zionhill,PA,-75.103,40.329
18991,Warminster,PA,-75.103,40.329
19001,Abington,PA,-75.115,40.124
19002,Ambler,PA,-75.216,40.181
19003,Ardmore,PA,-75.308,39.999
19004,Bala Cynwyd,PA,-75.228,40.014
19006,Huntingdon Valley,PA,-75.061,40.128
19007,Bristol,PA,-74.854,40.116
19008,Broomall,PA,-75.366,39.973
19009,Bryn Athyn,PA,-75.062,40.135
19010,Bryn Mawr,PA,-75.345,39.956
19012,Cheltenham,PA,-75.104,40.059
19013,Chester,PA,-75.437,39.879
19014,Aston,PA,-75.399,39.867
19015,Brookhaven,PA,-75.367,39.91
19016,Chester,PA,-75.406,39.934
19017,Chester Heights,PA,-75.467,39.884
19018,Clifton Heights,PA,-75.295,39.922
19019,Philadelphia,PA,-75.118,40.002
19020,Bensalem,PA,-74.994,40.126
19021,Croydon,PA,-74.888,40.091
19022,Crum Lynne,PA,-75.32,39.898
19023,Darby,PA,-75.27,39.918
19025,Dresher,PA,-75.41,40.162
19026,Drexel Hill,PA,-75.308,39.938
19027,Elkins Park,PA,-75.132,40.075
19028,Edgemont,PA,-75.406,39.934
19029,Essington,PA,-75.286,39.868
19030,Fairless Hills,PA,-74.829,40.177
19031,Flourtown,PA,-75.215,40.107
19032,Folcroft,PA,-75.279,39.895
19033,Folsom,PA,-75.327,39.891
19034,Fort Washington,PA,-75.207,40.131
19035,Gladwyne,PA,-75.281,40.045
19036,Glenolden,PA,-75.293,39.903
19037,Glen Riddle Lima,PA,-75.406,39.934
19038,Glenside,PA,-75.178,40.101
19039,Gradyville,PA,-75.337,39.882
19040,Hatboro,PA,-75.106,40.182
19041,Haverford,PA,-75.322,40.003
19043,Holmes,PA,-75.308,39.9
19044,Horsham,PA,-75.151,40.192
19046,Jenkintown,PA,-75.108,40.098
19047,Langhorne,PA,-75.065,40.289
19048,Fort Washington,PA,-74.925,40.174
19049,Fort Washington,PA,-75.103,40.329
19050,Lansdowne,PA,-75.295,39.915
19052,Lenni,PA,-75.446,39.894
19053,Feasterville Trevose,PA,-74.99,40.155
19054,Levittown,PA,-74.822,40.174
19055,Levittown,PA,-74.841,40.146
19056,Levittown,PA,-74.88,40.148
19057,Levittown,PA,-74.846,40.143
19058,Levittown,PA,-75.103,40.329
19060,Garnet Valley,PA,39.84,-75.49
19061,Marcus Hook,PA,-75.418,39.851
19063,Media,PA,-75.399,39.919
19064,Springfield,PA,-75.342,39.932
19065,Media,PA,-75.386,39.921
19066,Merion Station,PA,-75.249,40.003
19067,Morrisville,PA,-74.829,40.208
19070,Morton,PA,-75.325,39.908
19072,Narberth,PA,-75.26,40.021
19073,Newtown Square,PA,-75.402,39.955
19074,Norwood,PA,-75.298,39.888
19075,Oreland,PA,-75.185,40.114
19076,Prospect Park,PA,-75.307,39.886
19078,Ridley Park,PA,-75.323,39.878
19079,Sharon Hill,PA,-75.268,39.901
19080,Wayne,PA,-75.358,40.043
19081,Swarthmore,PA,-75.344,39.897
19082,Upper Darby,PA,-75.285,39.952
19083,Havertown,PA,-75.312,39.975
19085,Villanova,PA,-75.369,40.028
19086,Wallingford,PA,-75.37,39.897
19087,Wayne,PA,-75.371,39.986
19088,Wayne,PA,-75.406,39.934
19089,Wayne,PA,-75.357,40.043
19090,Willow Grove,PA,-75.109,40.162
19091,Media,PA,-75.406,39.934
19092,Philadelphia,PA,-75.118,40.002
19093,Philadelphia,PA,-75.118,40.002
19094,Woodlyn,PA,-75.346,39.877
19095,Wyncote,PA,-75.152,40.086
19096,Wynnewood,PA,-75.165,40.051
19098,Holmes,PA,-75.311,39.895
19099,Philadelphia,PA,-75.118,40.002
19101,Philadelphia,PA,-75.118,40.002
19102,Philadelphia,PA,-75.166,39.953
19103,Philadelphia,PA,-75.187,40.003
19104,Philadelphia,PA,-75.197,39.961
19105,Philadelphia,PA,-75.118,40.002
19106,Philadelphia,PA,-75.15,39.95
19107,Philadelphia,PA,-75.163,39.963
19108,Philadelphia,PA,-75.162,39.96
19109,Philadelphia,PA,-75.164,39.95
19110,Philadelphia,PA,-75.164,39.95
19111,Philadelphia,PA,-75.081,40.063
19112,Philadelphia,PA,-75.18,39.892
19113,Philadelphia,PA,-75.277,39.87
19114,Philadelphia,PA,-75.066,40.02
19115,Philadelphia,PA,-75.045,40.078
19116,Philadelphia,PA,-75.007,40.105
19118,Philadelphia,PA,-75.203,40.072
19119,Philadelphia,PA,-75.123,40.068
19120,Philadelphia,PA,-75.119,40.032
19121,Philadelphia,PA,-75.174,39.983
19122,Philadelphia,PA,-75.141,39.977
19123,Philadelphia,PA,-75.115,39.982
19124,Philadelphia,PA,-75.094,40.022
19125,Philadelphia,PA,-75.133,39.977
19126,Philadelphia,PA,-75.132,40.061
19127,Philadelphia,PA,-75.222,40.025
19128,Philadelphia,PA,-75.178,40.049
19129,Philadelphia,PA,-75.168,40.023
19130,Philadelphia,PA,-75.17,40.001
19131,Philadelphia,PA,-75.208,39.997
19132,Philadelphia,PA,-75.118,40.04
19133,Philadelphia,PA,-75.137,39.993
19134,Philadelphia,PA,-75.108,39.995
19135,Philadelphia,PA,-75.099,40.017
19136,Philadelphia,PA,-75.021,40.045
19137,Philadelphia,PA,-75.151,39.986
19138,Philadelphia,PA,-75.161,40.056
19139,Philadelphia,PA,-75.118,39.996
19140,Philadelphia,PA,-75.128,40.015
19141,Philadelphia,PA,-75.15,40.01
19142,Philadelphia,PA,-75.162,39.963
19143,Philadelphia,PA,-75.187,39.957
19144,Philadelphia,PA,-75.18,40.033
19145,Philadelphia,PA,-75.188,39.917
19146,Philadelphia,PA,-75.176,39.945
19147,Philadelphia,PA,-75.156,39.936
19148,Philadelphia,PA,-75.155,39.95
19149,Philadelphia,PA,-75.082,40.024
19150,Philadelphia,PA,-75.171,40.072
19151,Philadelphia,PA,-75.213,39.987
19152,Philadelphia,PA,-75.087,40.014
19153,Philadelphia,PA,-75.227,39.899
19154,Philadelphia,PA,-75.018,40.084
19155,Philadelphia,PA,-75.118,40.002
19160,Philadelphia,PA,-75.118,40.002
19161,Philadelphia,PA,-75.118,40.002
19162,Philadelphia,PA,-75.118,40.002
19170,Philadelphia,PA,-75.118,40.002
19171,Philadelphia,PA,-75.118,40.002
19172,Philadelphia,PA,-75.15,39.947
19173,Philadelphia,PA,-75.118,40.002
19175,Philadelphia,PA,-75.13,39.991
19176,Philadelphia,PA,39.9,-75.23
19177,Philadelphia,PA,-75.118,40.002
19178,Philadelphia,PA,-75.118,40.002
19179,Philadelphia,PA,-75.118,40.002
19181,Philadelphia,PA,-75.118,40.002
19182,Philadelphia,PA,-75.118,40.002
19183,Philadelphia,PA,-75.118,40.002
19184,Philadelphia,PA,-75.118,40.002
19185,Philadelphia,PA,-75.118,40.002
19187,Philadelphia,PA,-75.118,40.002
19188,Philadelphia,PA,-75.118,40.002
19190,Philadelphia,PA,39.95,-75.16
19191,Philadelphia,PA,-75.118,40.002
19192,Philadelphia,PA,-75.168,39.951
19193,Philadelphia,PA,-75.118,40.002
19194,Philadelphia,PA,-75.118,40.002
19195,Philadelphia,PA,39.95,-75.16
19196,Philadelphia,PA,-75.118,40.002
19197,Philadelphia,PA,-75.118,40.002
19244,Philadelphia,PA,-75.118,40.002
19255,Philadelphia,PA,-75.118,40.002
19301,Paoli,PA,-75.489,40.04
19310,Atglen,PA,-75.958,39.942
19311,Avondale,PA,-75.84,39.867
19312,Berwyn,PA,-75.456,40.03
19316,Brandamore,PA,-75.838,40.055
19317,Chadds Ford,PA,-75.558,39.866
19318,Chatham,PA,-75.812,39.852
19319,Cheyney,PA,-75.522,39.921
19320,Coatesville,PA,-75.829,39.969
19330,Cochranville,PA,-75.926,39.917
19331,Concordville,PA,-75.517,39.882
19333,Devon,PA,-75.427,40.043
19335,Downingtown,PA,-75.723,40.031
19339,Concordville,PA,-75.406,39.934
19340,Concordville,PA,-75.406,39.934
19341,Exton,PA,-75.637,40.05
19342,Glen Mills,PA,-75.483,39.903
19343,Glenmoore,PA,-75.753,40.101
19344,Honey Brook,PA,-75.868,40.09
19345,Immaculata,PA,-75.719,39.848
19346,Kelton,PA,-75.748,39.983
19347,Kemblesville,PA,-75.748,39.983
19348,Kennett Square,PA,-75.716,39.868
19350,Landenberg,PA,-75.8,39.772
19351,Lewisville,PA,-75.748,39.983
19352,Lincoln University,PA,-75.888,39.779
19353,Lionville,PA,-75.499,40.013
19354,Lyndell,PA,-75.743,40.058
19355,Malvern,PA,-75.714,40.03
19357,Mendenhall,PA,-75.748,39.983
19358,Modena,PA,-75.803,39.962
19360,New London,PA,-75.786,39.726
19362,Nottingham,PA,-76.038,39.757
19363,Oxford,PA,-75.957,39.85
19365,Parkesburg,PA,-75.831,40.001
19366,Pocopson,PA,-75.748,39.983
19367,Pomeroy,PA,-75.896,39.971
19369,Sadsburyville,PA,-75.894,39.99
19371,Suplee,PA,-75.748,39.983
19372,Thorndale,PA,-75.819,39.994
19373,Thornton,PA,-75.535,39.906
19374,Toughkenamon,PA,-75.848,39.873
19375,Unionville,PA,-75.75,39.901
19376,Wagontown,PA,-75.748,39.983
19380,West Chester,PA,-75.611,39.98
19381,West Chester,PA,-75.748,39.983
19382,West Chester,PA,-75.63,39.912
19383,West Chester,PA,-75.602,39.945
19388,West Chester,PA,39.96,-75.61
19390,West Grove,PA,-75.848,39.841
19395,Westtown,PA,-75.545,39.933
19397,Southeastern,PA,-75.748,39.983
19398,Southeastern,PA,-75.748,39.983
19399,Southeastern,PA,-75.748,39.983
19401,Norristown,PA,-75.357,40.149
19403,Norristown,PA,-75.357,40.125
19404,Norristown,PA,-75.356,40.212
19405,Bridgeport,PA,-75.362,40.121
19406,King Of Prussia,PA,-75.388,40.179
19407,Audubon,PA,-75.356,40.212
19408,Eagleville,PA,-75.413,40.157
19409,Fairview Village,PA,-75.356,40.212
19415,Eagleville,PA,40.12,-75.34
19420,Arcola,PA,-75.457,40.153
19421,Birchrunville,PA,-75.748,39.983
19422,Blue Bell,PA,-75.28,40.158
19423,Cedars,PA,-75.365,40.217
19424,Blue Bell,PA,-75.356,40.212
19425,Chester Springs,PA,-75.64,40.104
19426,Collegeville,PA,-75.43,40.236
19428,Conshohocken,PA,-75.304,40.083
19429,Conshohocken,PA,-75.356,40.212
19430,Creamery,PA,-75.42,40.185
19432,Devault,PA,-75.56,40.08
19435,Frederick,PA,-75.552,40.313
19436,Gwynedd,PA,-75.251,40.201
19437,Gwynedd Valley,PA,-75.258,40.181
19438,Harleysville,PA,-75.395,40.274
19440,Hatfield,PA,-75.358,40.282
19441,Harleysville,PA,-75.356,40.212
19442,Kimberton,PA,-75.618,40.147
19443,Kulpsville,PA,-75.344,40.241
19444,Lafayette Hill,PA,-75.257,40.085
19446,Lansdale,PA,-75.292,40.224
19450,Lederach,PA,-75.356,40.212
19451,Mainland,PA,-75.356,40.212
19453,Mont Clare,PA,-75.504,40.152
19454,North Wales,PA,-75.238,40.22
19455,North Wales,PA,-75.356,40.212
19456,Oaks,PA,-75.454,40.133
19457,Parker Ford,PA,-75.598,40.209
19460,Phoenixville,PA,-75.542,40.128
19462,Plymouth Meeting,PA,-75.353,40.138
19464,Pottstown,PA,-75.617,40.263
19465,Pottstown,PA,-75.665,40.192
19468,Royersford,PA,-75.49,40.209
19470,Saint Peters,PA,-75.729,40.187
19472,Sassamansville,PA,-75.577,40.345
19473,Schwenksville,PA,-75.479,40.225
19474,Skippack,PA,-75.403,40.225
19475,Spring City,PA,-75.605,40.147
19477,Spring House,PA,-75.232,40.186
19478,Spring Mount,PA,-75.462,40.276
19480,Uwchland,PA,-75.688,40.098
19481,Valley Forge,PA,-75.454,40.092
