id,title,type,address,city,zip,lat,lon,date,starttime,organizer,organizer_url,link,hide,
104,Bernie Sanders Meet up #4,CW,The Royal Room 5000 Rainier Ave S Seattle WA 98118,WA,98118,47.55693186,-122.2843598,8/9/2015,3:00 PM,Seattle for Bernie Sanders,http://www.facebook.com/360729947458525,http://www.facebook.com/1074182209259998,,
105,North Carolina Democratic Primary,E,Your Polling Place,NONE,,,,3/1/2016,,North Carolina for Bernie Sanders,http://www.facebook.com/895680340473539,http://www.facebook.com/652883131512667,,
106,BERNIE FEST 2015,E,Hideout Inn 1354 W Wabansia Ave Chicago IL 60642,IL,60642,41.9138718,-87.6625366,8/23/2015,11:00 AM,The People For Bernie Sanders 2016,http://www.facebook.com/1645816202305254,http://www.facebook.com/468220966669709,,
107,August Organizing meeting,CW,"1325 S Street, Sacramento, CA",NONE,,38.569007,-121.493348,8/26/2015,6:00 PM,,,http://www.facebook.com/1667926183421605,,
108,Informational tabling for Bernie @ Southside Park Farmer's Market,CW,Sacramento Central Farmers' Market 8th St & W St Sacramento CA 95818,CA,95818,38.56658395,-121.5042371,8/9/2015,8:00 AM,,,http://www.facebook.com/896902793715293,,
109,Informational Table for Bernie @ Oak Park Farmers' Market,CW,McClatchy Park  3500 5th Ave Sacramento CA 95817,CA,95817,38.5476799,-121.4696426,8/8/2015,9:00 AM,,,http://www.facebook.com/111303789216589,,
110,Informational tabling for Bernie @ Midtown Farmer's Market,CW,Midtown Farmers Market Sacramento 20th Street B/T J & K Sacramento CA 95811,CA,95811,38.57616154,-121.4797302,8/8/2015,8:30 AM,,,http://www.facebook.com/468812119962531,,
111,Chalk the Block for Bernie,E,16th to 20th street and J to L street,NONE,,,,8/8/2015,,,,http://www.facebook.com/140508362952610,,
112,Media/Awareness Meeting,CW,Sacramento Public Library Belle Cooledge 5600 S Land Park Dr Sacramento CA 95822-3359,CA,95822-3359,38.5238113,-121.5122299,8/6/2015,6:00 PM,,,http://www.facebook.com/934906436553240,,
113,Second Meetup!,CW,St. Bernard Branch Library,NONE,,39.168686,-84.4974385,8/22/2015,4:00 PM,Cincinnati for Bernie Sanders,http://www.facebook.com/1465469893766538,http://www.facebook.com/862161593874979,,
114,Butte for Bernie meetup #3,CW,Carpenters Union 156 W Granite St Butte MT 59701-9248,MT,59701-9248,46.0141487,-112.5387955,8/17/2015,5:30 PM,Montanans for Bernie Sanders,http://www.facebook.com/1073373716010293,http://www.facebook.com/631520346984516,,
115,Helena for Bernie,E,Lewis & Clark Library 120 S Last Chance Gulch Helena MT 59601,MT,59601,46.5852814,-112.0416183,8/8/2015,12:00 PM,Montanans for Bernie Sanders,http://www.facebook.com/1073373716010293,http://www.facebook.com/1617696265181857,,
116,"FREE ""Inequality for All"" showing- A Robert Reich documentary",E,Bozeman Public Library 626 E Main St Bozeman MT 59715,MT,59715,45.6786995,-111.0271835,8/5/2015,6:15 PM,Montanans for Bernie Sanders,http://www.facebook.com/1073373716010293,http://www.facebook.com/862448700470843,,
117,"Ventura Street Corner ""Honk and Wave"" Bernie Rally",CW,Ventura County Government Center 800 S Victoria Ave Ventura CA 93009-0003,CA,93009-0003,34.26842581,-119.2108169,8/14/2015,5:00 PM,Ventura County Activists for Bernie Sanders,http://www.facebook.com/382896871905836,http://www.facebook.com/986881617999914,,
118,Illinois Renewable Energy Fair,E,Ogle County Fairgrounds  Oregon IL 61061,IL,61061,42.03280956,-89.36097098,8/22/2015,12:00 PM,Northern Illinois for Bernie Sanders,http://www.facebook.com/949714248406222,http://www.facebook.com/1467164180243223,,
119,Share the Bernie love at Rockford City Market,E,Rockford Register Star | rrstar.com 99 E State St Rockford IL 61104,IL,61104,42.2691193,-89.0918198,8/7/2015,5:30 PM,Northern Illinois for Bernie Sanders,http://www.facebook.com/949714248406222,http://www.facebook.com/1671813283064813,,
120,Rhode Island for Bernie Sanders Action Meeting,CW,Warwick Public Library 600 Sandy Ln Warwick RI 02889,RI,02889,41.71056474,-71.40241762,8/8/2015,1:00 PM,Rhode Island for Bernie Sanders,http://www.facebook.com/1082394585109398,http://www.facebook.com/1609014726042407,,
121,SC4B Organizing and Planning Meeting,CW,"Democratic Party Headquarters, The Galleria, 740 Front St #165, Santa Cruz, CA",NONE,,36.975352,-122.025675,8/11/2015,6:30 PM,Santa Cruz County For Bernie Sanders,http://www.facebook.com/1468452026780175,http://www.facebook.com/495686933923389,,
122,First Organizing Meeting!,CW,"West Florida Genealogy Library, 5740 N Ninth Avenue Pensacola, FL 32504",NONE,,30.4815019,-87.2043291,8/4/2015,7:00 PM,Pensacola for Bernie Sanders,http://www.facebook.com/1596344010653912,http://www.facebook.com/574877305983659,,
123,Bernie Chalk the Block Tabling,CW,"Bob Hart Square @ Main and Canal Streets Merced, CA",NONE,,37.301261,-120.483377,8/8/2015,4:00 PM,Central California for Bernie Sanders 2016,http://www.facebook.com/773019356148648,http://www.facebook.com/1503380033287540,,
124,Organizational Meeting,CW,"702 S. Gilbert St., Suite 101, Iowa City, IA",NONE,,41.652993,-91.530985,8/11/2015,7:00 PM,Johnson County for Bernie Sanders,http://www.facebook.com/1452109605108773,http://www.facebook.com/1029423530402008,,
125,Swisher Fun Days Parade,E,"Swisher, IA  Swisher IA 52338",IA,52338,41.8456,-91.6928,8/8/2015,10:00 AM,Johnson County for Bernie Sanders,http://www.facebook.com/1452109605108773,http://www.facebook.com/1600239363583271,,
126,University of Iowa Students for Bernie,E,"702 S. Gilbert St., Suite 101, Iowa City, IA ",NONE,,41.652993,-91.530985,8/6/2015,3:00 PM,Johnson County for Bernie Sanders,http://www.facebook.com/1452109605108773,http://www.facebook.com/1601606356760542,,
127,Bernie Bash 2015,E,New Mountain Amphitheater 38 N French Broad Ave Asheville NC 28730,NC,28730,35.5946818,-82.5588029,9/20/2015,3:00 PM,Western North Carolina for Bernie Sanders 2016,http://www.facebook.com/849150791827033,http://www.facebook.com/373908326141490,,
128,Southside Field Team Meeting,CW,San Pablo Creek Library 13295 Beach Blvd Jacksonville FL 32246,FL,32246,30.28852578,-81.47307408,8/15/2015,10:00 AM,Jacksonville for Bernie Sanders,http://www.facebook.com/1001052389906436,http://www.facebook.com/774652929311027,,
129,JaxforBernie @ Riverside Arts Market,E,Riverside Arts Market 715 Riverside Ave Jacksonville FL 32204,FL,32204,30.31660916,-81.67567369,8/8/2015,11:30 AM,Jacksonville for Bernie Sanders,http://www.facebook.com/1001052389906436,http://www.facebook.com/478439425665543,,
130,JaxforBernie @ Art Walk (EVENT FULL),E,Hemming Park 303 N Laura St Jacksonville FL 32202,FL,32202,30.32921563,-81.65921168,8/5/2015,6:00 PM,Jacksonville for Bernie Sanders,http://www.facebook.com/1001052389906436,http://www.facebook.com/530075913810430,,
131,"The Bernie Sanders Presidential Campaign: Discussion, Analysis and Debate",E,"University Heights Public Library, 13866 Cedar Rd., University Heights, Ohio 44118",NONE,,41.501352,-81.540552,8/22/2015,10:00 AM,Central Ohio for Bernie Sanders,http://www.facebook.com/778723962244415,http://www.facebook.com/450581558454201,,
132,Chalk the Block for Bernie with the Southeast Michigan BERNers!,E,The Diag at the University of Michigan Ann Arbor  Ann Arbor MI 48109,MI,48109,42.27678138,-83.73783689,8/8/2015,,,,http://www.facebook.com/896238320470860,,
133,Washington ~ 2016 Presidential Primary,E,Washington    ,,,47.3917,-121.5708,12/25/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/828643563888397,,
134,California ~ 2016 Presidential Primary,E,California    ,,,36.48863024,-119.7297205,6/7/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1678006662429912,,
135,New Mexico ~ 2016 Presidential Primary,E,New Mexico ,NONE,,,,6/7/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1586652561623984,,
136,New Jersey ~ 2016 Presidential Primary,E,New Jersey    ,,,40.314,-74.5089,6/7/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/992277394116192,,
137,South Dakota ~ 2016 Presidential Primary,E,South Dakota    ,,,44.2853,-99.4632,6/7/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/963508460368033,,
138,Montana ~ 2016 Presidential Primary,E,Montana    ,,,46.9048,-110.3261,6/7/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/902566739781900,,
139,Puerto Rico ~ 2016 Presidential Primary,E,Puerto Rico    ,,,18.45,-66.1,6/5/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/369174306562834,,
140,Kentucky ~ 2016 Presidential Primary,E,Kentucky    ,,,37.5,-85,5/17/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1683117545251500,,
141,Oregon ~ 2016 Presidential Primary,E,Oregon    ,,,-44,59.5,5/17/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1489884077959416,,
142,West Virginia ~ 2016 Presidential Primary,E,West Virginia    ,,,38.468,-80.9696,5/10/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/829028817174455,,
143,Nebraska ~ 2016 Presidential Primary,E,Nebraska    ,,,41.1289,-98.2883,5/10/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/368798329997419,,
144,Indiana ~ 2016 Presidential Primary,E,Indiana    ,,,40,-86,5/3/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1613001935622809,,
145,Pennsylvania ~ 2016 Presidential Primary,E,Pennsylvania    ,,,40.5773,-77.264,4/26/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1633646503538199,,
146,Rhode Island ~ 2016 Presidential Primary,E,Rhode Island    ,,,41.7,-71.5,4/26/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1615216242079935,,
147,Maryland ~ 2016 Presidential Primary,E,Maryland    ,,,39.0724,-76.7902,4/26/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/710050762454989,,
148,Delaware ~ 2016 Presidential Primary,E,Delaware    ,,,39.3498,-75.5148,4/26/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/404837803036206,,
149,Connecticut ~ 2016 Presidential Primary,E,Connecticut    ,,,41.6,-72.7,4/26/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/100380040302788,,
150,Wisconsin ~ 2016 Presidential Primary,E,Wisconsin,NONE,,,,4/5/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/688539741250138,,
151,Hawaii ~ 2016 Presidential Caucus,E,Hawaii    ,,,21.1098,-157.5311,3/26/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/899173000139598,,
152,Utah ~ 2016 Presidential Primary,E,Utah    ,,,40.1135,-111.8535,3/22/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1597008393870689,,
153,Arizona ~ 2016 Presidential Primary,E,Arizona    ,,,34,-112,3/22/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1441331216184441,,
154,Missouri ~ 2016 Presidential Primary,E,Missouri    ,,,38.4623,-92.302,3/15/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1606328146302670,,
155,Ohio ~ 2016 Presidential Primary,E,Ohio    ,,,40.3736,-82.7755,3/15/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1455059288138718,,
156,Florida ~ 2016 Presidential Primary,E,Florida    ,,,28.1,-81.6,3/15/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/812536995499807,,
157,Illinois ~ 2016 Presidential Primary,E,Illinois    ,,,41.278216,-88.380238,3/15/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/386513978223997,,
158,Michigan ~ 2016 Presidential Primary,E,Michigan    ,,,43.3504,-84.5603,3/8/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1454577644854483,,
159,Mississippi ~ 2016 Presidential Primary,E,Mississippi    ,,,32.7673,-89.6812,3/8/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/454231498058813,,
160,Nebraska ~ 2016 Rally (Caucus - not the Primary voting day event),E,Nebraska    ,,,41.1289,-98.2883,3/5/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/897368673683356,,
161,Louisiana ~ 2016 Presidential Primary,E,Louisiana    ,,,31,-92,3/5/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/389416794583939,,
162,Oklahoma ~ 2016 Presidential Primary,E,Oklahoma    ,,,35.5376,-96.9247,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1666115816949720,,
163,North Carolina ~ 2016 Presidential Primary,E,North Carolina    ,,,35.6411,-79.8431,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1648278605401537,,
164,Vermont ~ 2016 Presidential Primary,E,Vermont    ,,,44.0407,-72.7093,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1617892655114569,,
165,Arkansas ~ 2016 Presidential Primary,E,Arkansas    ,,,34.8,-92.2,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1610003062579681,,
166,Virginia ~ 2016 Presidential Primary,E,Virginia    ,,,37.768,-78.2057,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1597895673825288,,
167,Massachusetts ~ 2016 Presidential Primary,E,Massachusetts    ,,,42.2373,-71.5314,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1586861511593519,,
168,Colorodo ~ 2016 Presidential Caucus,E,Colorado    ,,,39,-105.5,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1042572535754761,,
169,Texas ~ 2016 Presidential Primary,E,Texas    ,,,31,-100,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/916300935078768,,
170,Alabama ~ 2016 Presidential Primary,E,Alabama    ,,,32.7,-86.7,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/755627744551886,,
171,Georgia ~ 2016 Presidential Primary,E,Georgia    ,,,32.9866,-83.6487,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/384250011766349,,
172,Minnesota ~ 2016 Presidential Caucus,E,Minnesota    ,,,45.7326,-93.9196,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/374692712739684,,
173,Tennessee ~ 2016 Presidential Primary,E,Tennessee    ,,,35.7449,-86.7489,3/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/372425946286368,,
174,Nevada ~ 2016 Presidential Caucus,E,Nevada    ,,,39,-117,2/23/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/495047417311900,,
175,South Carolina ~ 2016 Presidential Primary,E,South Carolina    ,,,33.8191,-80.9066,2/20/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/839918292754817,,
176,New Hampshire ~ 2016 Presidential Primary,E,New Hampshire    ,,,44,-71.5,2/9/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1572933292968460,,
177,Iowa ~ 2016 Presidential Caucuses,E,Iowa    ,,,42.0046,-93.214,2/1/2016,,Bernie Sanders - 2016 Presidential Primary,http://www.facebook.com/855789217791767,http://www.facebook.com/1460455694247398,,
178,Represent Charleston for Bernie at the Citizens Hearing on Public Transit,CW,International Longshorman Association Local 1422 1142 Morrison Dr Charleston SC 29403-3111,SC,29403-3111,32.81138856,-79.9486778,8/4/2015,6:00 PM,Charleston for Bernie Sanders 2016,http://www.facebook.com/394761840721167,http://www.facebook.com/419546628250888,,
179,Sign Wave For Bernies Arrival!,CW,Any Bridge Over I-5,NONE,,,,8/7/2015,5:00 PM,,,http://www.facebook.com/978901845495125,,
180,Portland Rally,E,Veterans Memorial Coliseum 300 North Winning Way Portland OR 97227,OR,97227,45.53222222,-122.6694444,8/9/2015,6:00 PM,,,http://www.facebook.com/1000401753332792,Y,
181,Seattle Rally with Bernie Sanders,E,Alaska Airlines Arena at Hec Edmundson Pavilion University of Washington Seattle WA 98195,WA,98195,47.656506,-122.31256,8/8/2015,6:00 PM,,,http://www.facebook.com/1600013256943005,Y,
182,Sign Wave For Bernies Arrival!,CW,Any Bridge Over I-5,NONE,,,,8/7/2015,5:00 PM,,,http://www.facebook.com/978901845495125,,
183,Open Backyard BBQ for Senator Bernie Sanders Supporters,E,59 WINDSOR ST ENFIELD CT .,NONE,,42.004225,-72.599774,8/29/2015,3:00 PM,Nutmeggers for Bernie Sanders,http://www.facebook.com/1654680828086577,http://www.facebook.com/605743399567998,,
184,Chalk the Block with Bernie Day,E,Everywhere ,NONE,,,,8/8/2015,12:00 AM,Grassroots for Sanders,http://www.facebook.com/370653396465520,http://www.facebook.com/835545563198517,,
185,Organizing Meeting,CW,Village Inn Restaurant 1910 North Ave Grand Junction CO 81501-6425,CO,81501-6425,39.0778809,-108.5428009,8/8/2015,5:00 PM,,,http://www.facebook.com/430606123808285,,
186,Bernie Sanders Organizing Meet-Up,CW,Putnam County Library 50 E Broad St Cookeville TN 38501,TN,38501,36.1637001,-85.50398334,8/12/2015,6:00 PM,Upper Cumberland for Bernie Sanders,http://www.facebook.com/898680493522181,http://www.facebook.com/101585020193894,,
187,Chalk The Block For Bernie,,,NONE,,,,8/8/2015,9:00 AM,,,http://www.facebook.com/406716896201721,Y,
188,Info Tabling for Bernie Sanders @ Farmers Market,CW,Davis Farmers Market 4th St at C St Davis CA 95616,CA,95616,38.54489979,-121.744209,8/5/2015,4:30 PM,,,http://www.facebook.com/1160527277296760,,
189,Illinois Primary Election,E,Your Polling Place,NONE,,,,3/15/2016,6:00 AM,Metro East Illinois for Bernie Sanders,http://www.facebook.com/393224724209659,http://www.facebook.com/878645182203393,,
190,BERNIE SANDERS: STORMIN' FOR BERNIE  #FeelTheBern #Bernie2016,,Your Computers and Smartphones Anywhere!,NONE,,,,8/5/2015,9:00 PM,All Things Bernie,http://www.facebook.com/466829470144124,http://www.facebook.com/1037121142974337,Y,
191,Organizing Meeting,CW,"955 Northgate Dr, Richland, WA 99352  Room B",NONE,,46.279293,-119.278001,8/5/2015,6:30 PM,,,http://www.facebook.com/406798462860371,,
192,2016 Democratic Primary,E,Polling Location Near You,NONE,,,,4/26/2016,6:00 AM,Pitt Students for Bernie Sanders 2016,http://www.facebook.com/111792912497392,http://www.facebook.com/1619070601694145,,
193,Chalk the Block with Bernie,E,University of Pittsburgh 4200 Fifth Ave Pittsburgh PA 15260,PA,15260,40.4446106,-79.9525909,8/8/2015,,Pitt Students for Bernie Sanders 2016,http://www.facebook.com/111792912497392,http://www.facebook.com/811691372277608,,
194,March on D.C. - Demand Free Tuition at Colleges and Universities,CW,United States Congress 1730 K St NW Washington DC 20001,DC,20001,38.88972222,-77.00888889,12/31/2016,,Grassroots for Sanders,http://www.facebook.com/370653396465520,http://www.facebook.com/893553987376393,,
195,#WeWantDebate DNC Push,CW,Everywhere  Las Vegas NV 89109,NV,89109,36.10810836,-115.1771304,8/5/2015,12:00 PM,Grassroots for Sanders,http://www.facebook.com/370653396465520,http://www.facebook.com/1600168356921083,,
196,CU For Bernie Sanders Meet & Greet,CW,Jupiter's at the Crossing 2511 Village Green Pl Champaign IL 61822,IL,61822,40.0816879,-88.2964783,8/5/2015,7:00 PM,Champaign-Urbana for Bernie Sanders,http://www.facebook.com/1645571725661067,http://www.facebook.com/381037212092946,,
197,Monterey Bay for Bernie meeting,CW,"Little House, Jewell Park, next to the Pacific Grove Library",NONE,,6.6223703,-121.9169101,8/6/2015,5:00 PM,,,http://www.facebook.com/1446243209037394,,
198,PA Organic FarmFest Democratic Booth,CW,Pennsylvania Organic FarmFest 169 Homan Ln Centre Hall PA ,PA,,40.835402,-77.685004,8/8/2015,9:00 AM,,,http://www.facebook.com/973675602685111,,
199,PA Organic FarmFest Democratic Booth,CW,Pennsylvania Organic FarmFest 169 Homan Ln Centre Hall PA ,PA,,40.835402,-77.685004,8/7/2015,9:30 AM,,,http://www.facebook.com/862987823775483,,
200,MN4Bernie Organizing Meeting,CW,"266 Hardman Ave N, South St. Paul MN 55075",NONE,,44.8953839,-93.0325027,8/12/2015,6:30 PM,MN4Bernie,http://www.facebook.com/906093706080762,http://www.facebook.com/436200796580190,,
201,"Social Media Storm Supporting the Bernie Sanders Rally in Portland, ME",,The Internet,NONE,,,,11/8/2016,6:30 PM,,,http://www.facebook.com/1612009212396664,Y,
202,PLANNING event- Monthly NVfBS meeting,CW,Reston Regional Library 11925 Bowman Towne Dr Reston VA 20190,VA,20190,38.96126566,-77.35854213,8/9/2015,1:00 PM,,,http://www.facebook.com/1618296551791050,,
203,Chalk the Block for BERNIE!,,your driveway or sidewalk,NONE,,,,8/8/2015,,,,http://www.facebook.com/1093151887378820,Y,
204,NVfBS ACTION EVENTS Calendar,E,,NONE,,,,8/8/2015,,,,http://www.facebook.com/1626514797602848,,
205,Register to vote as a Democrat now!,CW,Colorado    ,,,39,-105.5,12/1/2015,,,,http://www.facebook.com/971856329533370,,
206,Labor Fest 2015 - Downtown Grand Rapids,E,Ah-Nab-Awen-Park Front Ave NW & Pearl St NW Grand Rapids MI 49504,MI,49504,42.96827145,-85.67637028,9/7/2015,11:00 AM,,,http://www.facebook.com/1172384126122094,,
207,Phone Bank Training for Bernie!,CW,"4801 Pinnacle Ct. SW, Wyoming",NONE,,42.876736,-85.713222,8/16/2015,3:00 PM,,,http://www.facebook.com/820905491360903,,
208,Grand Rapids Bernie: Team Leader Meeting,CW,Common Ground Coffee House 1319 East Fulton Grand Rapids MI 49503,MI,49503,42.9629707,-85.6368408,8/9/2015,3:00 PM,,,http://www.facebook.com/1597064777212368,,
209,Eagle Rock Peace Through Justice Vigil,E,corner of Colorado Blvd. and Eagle Rock Blvd.,NONE,,34.1367065,-118.1890756,8/22/2015,2:00 PM,,,http://www.facebook.com/109289212753131,,
210,Tweetstorm for Bernie Sanders in PORTLAND,,Twitter,NONE,,,,8/9/2015,6:00 PM,,,http://www.facebook.com/1449665602026883,Y,
211,Tweetstorm for Bernie Sanders in SEATTLE,,TWITTER,NONE,,,,8/8/2015,6:00 PM,,,http://www.facebook.com/978609405525045,Y,
212,Let's get people HONKING for Bernie.,E,Northwest corner of Honolulu Ave. and Ocean View Blvd. in Montrose 91020,NONE,,34.2054625,-118.2279992,8/7/2015,5:30 PM,,,http://www.facebook.com/110236555991177,,
213,"Weekend of Action--Canvassing in Davenport, IA",CW,"Davenport, IA  Davenport IA 52801â€“52809",IA,52801-52809,41.543,-90.5907,8/28/2015,,,,http://www.facebook.com/1516018612021832,,
214,Bernie Sanders Flyer Handout,CW,ShopRite of Cheltenham Square 2385 W Cheltenham Ave Philadelphia PA 19150,PA,19150,40.0727501,-75.1555862,8/5/2015,6:30 PM,,,http://www.facebook.com/1669353576627477,,
215,Bernie Sanders Flyer Handout,CW,ShopRite of Cheltenham Square 2385 W Cheltenham Ave Philadelphia PA 19150,PA,19150,40.0727501,-75.1555862,8/5/2015,6:30 PM,,,http://www.facebook.com/1676160269266296,,
216,AfroPunk Fest Chat up the crowd for Bernie,E,Central Park  Atlanta GA 30308,GA,30308,33.76792118,-84.3759857,10/3/2015,12:00 PM,,,http://www.facebook.com/1647822888766129,,
217,Music Midtown,E,,NONE,,,,9/18/2015,2:00 PM,,,http://www.facebook.com/498747706958658,,
218,Augusta Peachtree NORML of CSRA Monthly Meeting,CW," Humantree House 230 8th Street Augusta, GA 30901",NONE,,33.4743942,-81.9656962,9/16/2015,7:00 PM,,,http://www.facebook.com/1679300282291400,,
219,Dragoncon Bernie chat (chat w/ the crowds),E,,NONE,,,,9/4/2015,,,,http://www.facebook.com/658549630946507,,
220,Atlanta Peachtree NORML Monthly Meeting,CW,Manuel's Tavern 602 N Highland Ave NE Atlanta GA 30307,GA,30307,33.7708206,-84.3527298,9/1/2015,7:00 PM,,,http://www.facebook.com/484560668375952,,
221,Bernie's BROUHAHA! Who is he? And Why is he so angry? Q&A/OpenForum,E,Teamsters Local 728  Atlanta GA 30315,GA,30315,33.69638317,-84.40216563,8/30/2015,3:00 PM,,,http://www.facebook.com/724904834301725,,
222,Imagine Music Festival,E,Historic Fourth Ward Park 680 Dallas St NE Atlanta GA 30308-2915,GA,30308-2915,33.7684555,-84.3666992,8/29/2015,12:00 PM,,,http://www.facebook.com/1615076858747751,,
223,Augusta Peachtree NORML of CSRA Monthly Meeting,CW,"Humantree House 230 8th Street Augusta, GA 30901",NONE,,33.4743942,-81.9656962,8/19/2015,7:00 PM,,,http://www.facebook.com/905138696198323,,
224,Georgia for Bernie Organizational Meeting,CW,,NONE,,,,8/19/2015,,,,http://www.facebook.com/1481808235445361,,
225,Atlanta for Bernie Tailgate at the Ted!,E,Turner Field 755 Hank Aaron Dr Atlanta GA 30315,GA,30315,33.73605779,-84.38943059,8/14/2015,4:00 PM,,,http://www.facebook.com/727377867387836,,
226,Chat up peeps @ Atl under 40,CW,Westside Cultural Arts Center 760 10th St NW Atlanta GA 30318,GA,30318,33.78153966,-84.41279096,8/13/2015,6:00 PM,,,http://www.facebook.com/1449042995400455,,
227,DSA / Georgia for Bernie tabling at Peoplestown Community Day,CW,Four Corners Park (Crew St and Haygood Ave),NONE,,33.7266229,-84.389523,8/8/2015,12:00 PM,,,http://www.facebook.com/698977766892446,,
228,Local Chalk the Block w/ Bernie Day,E,,NONE,,,,8/8/2015,,,,http://www.facebook.com/127977184202507,Y,
229,Lobbying / GOP / etc in Atl,CW,InterContinental Buckhead Atlanta 3315 Peachtree Rd NE Atlanta GA 30326,GA,30326,33.8455831,-84.36841339,8/6/2015,6:00 PM,,,http://www.facebook.com/1617653788518997,,
230,Georgia for Bernie Organizational Meeting,CW,,NONE,,,,8/5/2015,,,,http://www.facebook.com/1483968231896136,,
231,Atlanta Peachtree NORML Monthly Meeting,CW,Manuel's Tavern 602 N Highland Ave NE Atlanta GA 30307,GA,30307,33.7708206,-84.3527298,8/4/2015,7:00 PM,,,http://www.facebook.com/805980996182495,,
232,Reclaiming our Democracy - Rally for Bernie,CW,"Dr. Martin Luther King, Jr. Park  Morristown TN 37814",TN,37814,36.21823846,-83.30209359,10/3/2015,10:00 AM,,,http://www.facebook.com/1787917034768399,,
